instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,explicit.started,slider.started,text.started,explicit.stopped,slider.response,slider.rt,instruction.started,instructionsBox.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,instruction.stopped,trial.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,trial.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.duration,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,feedbackResponse.duration,end.started,endBox.started,endBox.stopped,end.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,expStart,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,0,0,0,0,6.782788299955428,,0.010165899991989136,0.07511859992519021,0.07511859992519021,2.2028552999254316,4.99375,2.1540241001639515,2.230025799944997,2.9789996000472456,2.9789996000472456,2.9789996000472456,2.9789996000472456,2.9789996000472456,2.9789996000472456,2.9789996000472456,4.984986699884757,6.717648099875078,6.7498335998971015,6.782788299955428,6.782788299955428,6.782788299955428,6.782788299955428,6.782788299955428,6.782788299955428,7.067692399956286,7.067692399956286,7.067692399956286,7.067692399956286,7.067692399956286,8.688218999886885,e,1,1.601805199868977,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,0,1,1,1,8.718893599929288,,,,,,,,,,,,,,,,,,8.690092500066385,8.718893599929288,8.718893599929288,8.718893599929288,8.718893599929288,8.718893599929288,8.718893599929288,9.020527000073344,9.020527000073344,9.020527000073344,9.020527000073344,9.020527000073344,9.655067299958318,i,1,0.6182677999604493,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,1,0,2,0,9.687429300043732,,,,,,,,,,,,,,,,,,9.656440499937162,9.687429300043732,9.687429300043732,9.687429300043732,9.687429300043732,9.687429300043732,9.687429300043732,9.970184199977666,9.970184199977666,9.970184199977666,9.970184199977666,9.970184199977666,10.538712699897587,e,1,0.5423506000079215,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,1,1,3,1,10.570284500019625,,,,,,,,,,,,,,,,,,10.539761800086126,10.570284500019625,10.570284500019625,10.570284500019625,10.570284500019625,10.570284500019625,10.570284500019625,10.840435300022364,10.840435300022364,10.840435300022364,10.840435300022364,10.840435300022364,11.343772199936211,i,1,0.4973039999604225,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,0,4,0,11.371341800084338,,,,,,,,,,,,,,,,,,11.345074000069872,11.371341800084338,11.371341800084338,11.371341800084338,11.371341800084338,11.371341800084338,11.371341800084338,11.672130499966443,11.672130499966443,11.672130499966443,11.672130499966443,11.672130499966443,12.12415869999677,e,1,0.44292939989827573,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,1,5,0,12.155194099992514,,,,,,,,,,,,,,,,,,12.125452799955383,12.155194099992514,12.155194099992514,12.155194099992514,12.155194099992514,12.155194099992514,12.155194099992514,12.439170300029218,12.439170300029218,12.439170300029218,12.439170300029218,12.439170300029218,12.875422599958256,e,1,0.4198906999081373,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,0,6,1,12.906563699943945,,,,,,,,,,,,,,,,,,12.87676710006781,12.906563699943945,12.906563699943945,12.906563699943945,12.906563699943945,12.906563699943945,12.906563699943945,13.189732600003481,13.189732600003481,13.189732600003481,13.189732600003481,13.189732600003481,13.743337000021711,i,1,0.5293553001247346,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,1,7,1,13.77417239989154,,,,,,,,,,,,,,,,,,13.744626000057906,13.77417239989154,13.77417239989154,13.77417239989154,13.77417239989154,13.77417239989154,13.77417239989154,14.060171999968588,14.060171999968588,14.060171999968588,14.060171999968588,14.060171999968588,14.54698139987886,i,1,0.48095989995636046,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,4,0,8,1,14.575444299960509,,,,,,,,,,,,,,,,,,14.548270999919623,14.575444299960509,14.575444299960509,14.575444299960509,14.575444299960509,14.575444299960509,14.575444299960509,14.877250300021842,14.877250300021842,14.877250300021842,14.877250300021842,14.877250300021842,15.37765819998458,i,1,0.46840270003303885,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,4,1,9,1,15.408735800068825,,,,,,,,,,,,,,,,,,15.378935599932447,15.408735800068825,15.408735800068825,15.408735800068825,15.408735800068825,15.408735800068825,15.408735800068825,15.67818979988806,15.67818979988806,15.67818979988806,15.67818979988806,15.67818979988806,16.145950499922037,i,1,0.4461339998524636,None,None,0,,,,,,,male,20,00002,2023-11-30_17h28.04.270,IAT,2023.2.3,59.88834418541632,2023-11-30 17h28.26.379614 +0530,
