instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,explicit.started,slider.started,text.started,explicit.stopped,slider.response,slider.rt,instruction.started,instructionsBox.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,instruction.stopped,trial.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,trial.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.duration,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,feedbackResponse.duration,end.started,endBox.started,end.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,expStart,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,0,0,0,1,5.490781900007278,,0.01862820005044341,0.08467169990763068,0.08467169990763068,2.4954145001247525,1,2.434043499873951,2.5190055000130087,3.273209200007841,3.273209200007841,3.273209200007841,3.273209200007841,3.273209200007841,3.273209200007841,3.273209200007841,5.258388200076297,5.426498200045899,5.456412400119007,5.490781900007278,5.490781900007278,5.490781900007278,5.490781900007278,5.490781900007278,5.490781900007278,5.774761199951172,5.774761199951172,5.774761199951172,5.774761199951172,5.774761199951172,6.911480800015852,e,1,1.1196669000200927,None,None,0,,,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,0,1,1,1,6.943075200077146,,,,,,,,,,,,,,,,,,6.913274500053376,6.943075200077146,6.943075200077146,6.943075200077146,6.943075200077146,6.943075200077146,6.943075200077146,7.24275860004127,7.24275860004127,7.24275860004127,7.24275860004127,7.24275860004127,7.612874499987811,e,1,0.3659965000115335,None,None,0,,,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,1,0,2,0,7.644072300055996,,,,,,,,,,,,,,,,,,7.614246899960563,7.644072300055996,7.644072300055996,7.644072300055996,7.644072300055996,7.644072300055996,7.644072300055996,7.943804299924523,7.943804299924523,7.943804299924523,7.943804299924523,7.943804299924523,8.430684800026938,i,1,0.46266990015283227,None,None,0,,,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,1,1,3,1,8.461417499929667,,,,,,,,,,,,,,,,,,8.43204340012744,8.461417499929667,8.461417499929667,8.461417499929667,8.461417499929667,8.461417499929667,8.461417499929667,8.746029800036922,8.746029800036922,8.746029800036922,8.746029800036922,8.746029800036922,9.515718300128356,e,1,0.7510208999738097,None,i,1,0.40808199997991323,None,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,0,4,0,9.54664249997586,,,,,,,,,,,,,,,,,,9.517526800045744,9.54664249997586,9.54664249997586,9.54664249997586,9.54664249997586,9.54664249997586,9.54664249997586,9.845991600072011,9.845991600072011,9.845991600072011,9.845991600072011,9.845991600072011,10.631667100125924,i,1,0.771530200028792,None,None,0,,,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,2,1,5,1,10.663692699978128,,,,,,,,,,,,,,,,,,10.632962000090629,10.663692699978128,10.663692699978128,10.663692699978128,10.663692699978128,10.663692699978128,10.663692699978128,10.948182699969038,10.948182699969038,10.948182699969038,10.948182699969038,10.948182699969038,11.500682800076902,e,1,0.5326470001600683,None,None,0,,,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,0,6,1,11.531262800097466,,,,,,,,,,,,,,,,,,11.502146000042558,11.531262800097466,11.531262800097466,11.531262800097466,11.531262800097466,11.531262800097466,11.531262800097466,11.8159517000895,11.8159517000895,11.8159517000895,11.8159517000895,11.8159517000895,12.335679300129414,e,1,0.5044276001863182,None,None,0,,,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,1,7,1,12.365985099924728,,,,,,,,,,,,,,,,,,12.337012900039554,12.365985099924728,12.365985099924728,12.365985099924728,12.365985099924728,12.365985099924728,12.365985099924728,12.649982000002638,12.649982000002638,12.649982000002638,12.649982000002638,12.649982000002638,13.468455200083554,e,1,0.8147385001648217,None,i,1,0.4574915999546647,None,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,4,0,8,1,13.499648500001058,,,,,,,,,,,,,,,,,,13.469980000052601,13.499648500001058,13.499648500001058,13.499648500001058,13.499648500001058,13.499648500001058,13.499648500001058,13.784874800127,13.784874800127,13.784874800127,13.784874800127,13.784874800127,14.386888900073245,e,1,0.5985922999680042,None,None,0,,,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,4,1,9,0,14.417678500059992,,,,,,,,,,,,,,,,,,14.388066800078377,14.417678500059992,14.417678500059992,14.417678500059992,14.417678500059992,14.417678500059992,14.417678500059992,14.702812599949539,14.702812599949539,14.702812599949539,14.702812599949539,14.702812599949539,15.272039300063625,i,1,0.5392581999767572,None,None,0,,,,,,male,18,00003,2023-11-30_18h32.31.426,IAT,2023.2.3,59.6888776874611,2023-11-30 18h32.54.603649 +0530,
