instructions,categoryA,categoryB,leftAttribute,rightAttribute,orStimulus,trial_type,stimulusText,stimulusImage,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,explicit.started,slider.started,text.started,explicit.stopped,slider.response,slider.rt,instruction.started,instructionsBox.started,leftCategoryLabel_2.started,rightCategoryLabel_2.started,leftAttributeLabel_2.started,rightAttributeLabel_2.started,orLeft_2.started,orRight_2.started,instructionsKey.started,instruction.stopped,trial.started,leftCategoryLabel.started,rightCategoryLabel.started,leftAttributeLabel.started,rightAttributeLabel.started,orLeft.started,orRight.started,stimulusImageBox.started,stimulusTextBox.started,requiredResponse.started,feedbackResponse.started,feedback.started,trial.stopped,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,requiredResponse.duration,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,feedbackResponse.duration,end.started,endBox.started,end.stopped,gender,age,participant,date,expName,psychopyVersion,frameRate,expStart,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,0,0,0,1,8.546191799920052,,0.018790600122883916,0.06898450013250113,0.06898450013250113,2.9463414000347257,2.9781250000000004,2.8895843999926,2.970720099983737,3.723790599964559,3.723790599964559,3.723790599964559,3.723790599964559,3.723790599964559,3.723790599964559,3.723790599964559,5.710584900109097,8.465131900040433,8.491072400007397,8.546191799920052,8.546191799920052,8.546191799920052,8.546191799920052,8.546191799920052,8.546191799920052,8.829227700131014,8.829227700131014,8.829227700131014,8.829227700131014,8.829227700131014,9.466844199923798,e,1,0.614356999984011,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,0,1,1,1,9.497749800095335,,,,,,,,,,,,,,,,,,9.468690800014883,9.497749800095335,9.497749800095335,9.497749800095335,9.497749800095335,9.497749800095335,9.497749800095335,9.781878700014204,9.781878700014204,9.781878700014204,9.781878700014204,9.781878700014204,10.40251010004431,e,1,0.6158611001446843,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,1,0,2,1,10.431432700017467,,,,,,,,,,,,,,,,,,10.403950799955055,10.431432700017467,10.431432700017467,10.431432700017467,10.431432700017467,10.431432700017467,10.431432700017467,10.732393200043589,10.732393200043589,10.732393200043589,10.732393200043589,10.732393200043589,11.201139000011608,e,1,0.45465580001473427,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,1,1,3,0,11.232246099971235,,,,,,,,,,,,,,,,,,11.202599999960512,11.232246099971235,11.232246099971235,11.232246099971235,11.232246099971235,11.232246099971235,11.232246099971235,11.53355920012109,11.53355920012109,11.53355920012109,11.53355920012109,11.53355920012109,12.137250199913979,i,1,0.5761116000358015,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,0,4,0,12.1667075001169,,,,,,,,,,,,,,,,,,12.138649299973622,12.1667075001169,12.1667075001169,12.1667075001169,12.1667075001169,12.1667075001169,12.1667075001169,12.46836300007999,12.46836300007999,12.46836300007999,12.46836300007999,12.46836300007999,12.954709199955687,i,1,0.47517170011997223,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,2,1,5,0,12.984102600021288,,,,,,,,,,,,,,,,,,12.955721900099888,12.984102600021288,12.984102600021288,12.984102600021288,12.984102600021288,12.984102600021288,12.984102600021288,13.284997600130737,13.284997600130737,13.284997600130737,13.284997600130737,13.284997600130737,13.820831400109455,i,1,0.5040909999515861,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,0,6,1,13.853056099964306,,,,,,,,,,,,,,,,,,13.82211730000563,13.853056099964306,13.853056099964306,13.853056099964306,13.853056099964306,13.853056099964306,13.853056099964306,14.152676499914378,14.152676499914378,14.152676499914378,14.152676499914378,14.152676499914378,14.690041699912399,e,1,0.508586399955675,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,3,1,7,1,14.719942700117826,,,,,,,,,,,,,,,,,,14.691342599922791,14.719942700117826,14.719942700117826,14.719942700117826,14.719942700117826,14.719942700117826,14.719942700117826,15.004530400037766,15.004530400037766,15.004530400037766,15.004530400037766,15.004530400037766,15.59036669996567,e,1,0.552515699993819,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,1,text_trial_type_1,img_trial_type_1,0,0,0,0,4,0,8,0,15.621140599949285,,,,,,,,,,,,,,,,,,15.59164769994095,15.621140599949285,15.621140599949285,15.621140599949285,15.621140599949285,15.621140599949285,15.621140599949285,15.921516499947757,15.921516499947757,15.921516499947757,15.921516499947757,15.921516499947757,16.49145400011912,i,1,0.5637861001305282,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
"Put your middle or index fingers on the E and I keys of your keyboard. Words representing the categories at the top will appear one-by-one in the middle of the screen. When the item belongs to a category on the left, press the E key; when the item belongs to a category on the right, press the I key. Items belong to only one category. If you make an error, an X will appear - fix the error by hitting the other key.

This is a timed sorting task. GO AS FAST AS YOU CAN while making as few mistakes as possible. Going too slow or making too many errors will result in an uninterpretable score. This task will take about 5 minutes to complete.

Press E or I to continue.",Disabled,Abled, , , ,2,text_trial_type_2,img_trial_type_2,0,0,0,0,4,1,9,1,16.521415800089017,,,,,,,,,,,,,,,,,,16.492737299995497,16.521415800089017,16.521415800089017,16.521415800089017,16.521415800089017,16.521415800089017,16.521415800089017,16.806659599998966,16.806659599998966,16.806659599998966,16.806659599998966,16.806659599998966,17.42495399992913,e,1,0.6036549999844283,None,None,0,,,,,,female,20,00007,2023-11-30_18h57.53.826,IAT,2023.2.3,59.91755343251639,2023-11-30 18h58.22.395676 +0530,
